"internalModuleName","externalNamespaceName","numberOfExternalDeclarationCaller","numberOfExternalDeclarationCalls","numberOfAllElementsInInternalModule","numberOfAllExternalDeclarationsUsedInInternalModule","numberOfAllExternalModulesUsedInInternalModule","externalDeclarationRate","externalDeclarationNames","Source Cypher File: External_Dependencies/External_namespace_usage_per_internal_module_sorted_for_Typescript.cypher"
"server","@remix-run",36,39,6,28,2,466.6666666666667,"UNSAFE_invariant,Router.routes,Router.future,StaticHandlerContext.actionData,RouterState.historyAction,StaticHandlerContext.loaderData,StaticHandlerContext.basename,FutureConfig.v7_relativeSplatPath,StaticHandlerContext.errors,RouterState.location,StaticHandlerContext,Action,UNSAFE_convertRoutesToDataRoutes,IDLE_BLOCKER,IDLE_NAVIGATION,StaticHandlerContext.matches,Router,UNSAFE_mapRouteProperties,Action.Pop,StaticHandlerContext.location,AgnosticDataRouteObject.id,RouteObject,IDLE_FETCHER,AgnosticDataRouteMatch.route,createStaticHandler,StaticHandler",""
"server","@types",3,3,6,28,2,466.6666666666667,"React.JSX.Element,React.ReactNode",""
"react-router-dom","@remix-run",137,195,62,115,2,185.48387096774192,"JsonValue,JsonObject,FormEncType,Path.pathname,UNSAFE_NavigationContext,useLocation,RouterState.navigation,Location.pathname,UNSAFE_DataRouterStateContext,useResolvedPath,stripBasename,Navigation.location,Navigator.encodeLocation,GetScrollRestorationKeyFunction,To,UNSAFE_invariant,joinPaths,RouteMatch.route,RouteContextObject.matches,RouteObject.index,createPath,UNSAFE_RouteContext,Location.search,HTMLFormMethod.toLowerCase,History.action,History.location,UNSAFE_logV6DeprecationWarnings,History.listen,HashHistory.action,HashHistory.listen,createHashHistory,HashHistory,HashHistory.location,RouteObject,Router.initialize,UNSAFE_mapRouteProperties,Router,createRouter,NavigateOptions,FutureConfig,History,createBrowserHistory,matchPath,BlockerBlocked.proceed,useBlocker,Blocker.state,BlockerFunction,BlockerBlocked.reset,useNavigate,RouteObject.id,RouterState.fetchers,Router.deleteFetcher,IDLE_FETCHER,Router.fetch,Router.getFetcher,Router.navigate,UNSAFE_useRouteId,UNSAFE_warning,Location.hash,Router.enableScrollRestoration,useMatches,Navigation.state,Location.key,useNavigation,BrowserHistory,BrowserHistory.action,BrowserHistory.location,BrowserHistory.listen,RouterState.initialized,Router.basename,Fetcher.data,FutureConfig.v7_relativeSplatPath,FutureConfig.v7_partialHydration,Router.subscribe,Router.encodeLocation,Router.window,RouterState.historyAction,Router.createHref,RouterState,Router.state,ViewTransitionOpts.currentLocation,ViewTransitionOpts.nextLocation,RouterSubscriber,Router.future,RouterProviderProps,Router.routes,RouterState.location,useHref",""
"react-router-dom","@types",83,128,62,115,2,185.48387096774192,"React.ForwardRefExoticComponent,React.RefAttributes,React.forwardRef,React.useContext,React.ReactNode,React.ReactElement,React.CSSProperties,React.ReactPortal,React.AnchorHTMLAttributes,React.ForwardedRef,React.FormEvent.defaultPrevented,React.JSX.Element,React.FormEvent.preventDefault,React.FormEvent.currentTarget,React.useEffect,React.useState,React.useLayoutEffect,React.useCallback,React.useRef,React.MutableRefObject.current,React.createContext,React.Context,React.MouseEvent,React.MouseEvent.preventDefault,React.useMemo,React.ForwardRefExoticComponent.displayName,React.MouseEvent.defaultPrevented",""
"react-router-native","@types",20,28,17,24,4,141.1764705882353,"React.useEffect,LinkingStatic.getInitialURL,Linking,LinkingStatic.addEventListener,LinkingStatic.removeEventListener,React.MutableRefObject.current,React.useMemo,React.useRef,React.useCallback,BackHandler,BackHandlerStatic.removeEventListener,BackHandlerStatic.addEventListener,GestureResponderEvent,React.ReactNode,TouchableHighlightProps,React.JSX.Element,GestureResponderEvent.defaultPrevented",""
"react-router-native","@remix-run",9,10,17,24,4,141.1764705882353,"MemoryRouterProps,useNavigate,Location.search,useLocation,To,NavigateOptions",""
"react-router-native","@ungap",2,4,17,24,4,141.1764705882353,"url-search-params",""
"react-router","@remix-run",8,10,7,9,2,128.57142857142858,"AgnosticPatchRoutesOnNavigationFunctionArgs,DataStrategyFunction,createMemoryHistory,Router.initialize,InitialEntry,Router,createRouter,UNSAFE_warning",""
"react-router","@types",1,3,7,9,2,128.57142857142858,"React.createElement",""
