"internalModuleName","externalModuleName","numberOfExternalDeclarationCaller","numberOfExternalDeclarationCalls","numberOfAllElementsInInternalModule","numberOfAllExternalDeclarationsUsedInInternalModule","numberOfAllExternalModulesUsedInInternalModule","externalDeclarationRate","externalDeclarationNames","Source Cypher File: External_Dependencies/External_module_usage_per_internal_module_sorted_for_Typescript.cypher"
"server","@remix-run/router",37,40,6,29,2,483.33333333333337,"Router,StaticHandlerContext.location,IDLE_NAVIGATION,StaticHandlerContext.matches,StaticHandlerContext.errors,AgnosticDataRouteObject.id,Action.Pop,StaticHandlerContext,IDLE_FETCHER,StaticHandlerContext.actionData,RouteObject,RevalidationState,AgnosticDataRouteMatch.route,IDLE_BLOCKER,StaticHandlerContext.basename,StaticHandlerContext.loaderData,Action,UNSAFE_convertRoutesToDataRoutes,UNSAFE_mapRouteProperties,StaticHandler,createStaticHandler,RouterState.historyAction,Router.future,RouterState.location,FutureConfig.v7_relativeSplatPath,UNSAFE_invariant,Router.routes",""
"server","@types/react",3,3,6,29,2,483.33333333333337,"React.JSX.Element,React.ReactNode",""
"react-router-dom","@remix-run/router",141,201,63,117,2,185.7142857142857,"useLocation,Location.search,UNSAFE_invariant,UNSAFE_NavigationContext,RouteContextObject.matches,createPath,RouteObject.index,joinPaths,RouteMatch.route,useResolvedPath,UNSAFE_RouteContext,GetScrollRestorationKeyFunction,useMatches,Location.key,useNavigation,Router.enableScrollRestoration,Location.hash,Navigation.state,UNSAFE_warning,Location.pathname,stripBasename,useNavigate,useHref,JsonObject,RouterState.fetchers,FormEncType,JsonValue,Navigator.encodeLocation,Navigation.location,UNSAFE_DataRouterStateContext,RouterState.navigation,Path.pathname,UNSAFE_logV6DeprecationWarnings,BrowserHistory.listen,BrowserHistory.location,BrowserHistory.action,createBrowserHistory,BrowserHistory,Router.fetch,Router.deleteFetcher,IDLE_FETCHER,RouteObject.id,Router.getFetcher,createHashHistory,HashHistory.listen,HashHistory.action,HashHistory,HashHistory.location,createRouter,RouteObject,Router.initialize,UNSAFE_mapRouteProperties,Router,useBlocker,Blocker.state,BlockerBlocked.reset,BlockerFunction,BlockerBlocked.proceed,To,matchPath,History.listen,History.action,History.location,UNSAFE_useRouteId,HTMLFormMethod,Router.navigate,RouterSubscriber,Router.routes,RouterProviderProps,ViewTransitionOpts.nextLocation,RouterProps,RouterState.initialized,RouterState,RouterState.historyAction,RouterState.location,ViewTransitionOpts.currentLocation,Router.state,FutureConfig.v7_relativeSplatPath,Router.encodeLocation,Fetcher.data,Router.basename,Router.createHref,Router.window,Router.future,FutureConfig.v7_partialHydration,Router.subscribe,History,FutureConfig,NavigateOptions,HTMLFormMethod.toLowerCase",""
"react-router-dom","@types/react",83,128,63,117,2,185.7142857142857,"React.useContext,React.useEffect,React.useLayoutEffect,React.useCallback,React.useMemo,React.MutableRefObject.current,React.useRef,React.RefAttributes,React.MouseEvent.defaultPrevented,React.ForwardRefExoticComponent,React.forwardRef,React.ReactNode,React.JSX.Element,React.useState,React.ForwardRefExoticComponent.displayName,React.Context,React.createContext,React.CSSProperties,React.ReactPortal,React.ReactElement,React.MouseEvent,React.MouseEvent.preventDefault,React.AnchorHTMLAttributes,React.FormEvent.currentTarget,React.ForwardedRef,React.FormEvent.preventDefault,React.FormEvent.defaultPrevented",""
"react-router-native","@types/react-native",11,14,17,24,4,141.1764705882353,"BackHandlerStatic.addEventListener,BackHandlerStatic.removeEventListener,BackHandler,GestureResponderEvent,TouchableHighlightProps,GestureResponderEvent.defaultPrevented,LinkingStatic.addEventListener,LinkingStatic.removeEventListener,LinkingStatic.getInitialURL,Linking",""
"react-router-native","@remix-run/router",9,10,17,24,4,141.1764705882353,"To,useLocation,useNavigate,Location.search,MemoryRouterProps,NavigateOptions",""
"react-router-native","@types/react",9,14,17,24,4,141.1764705882353,"React.useEffect,React.ReactNode,React.MutableRefObject.current,React.useCallback,React.useRef,React.useMemo,React.JSX.Element",""
"react-router-native","@ungap/url-search-params",2,4,17,24,4,141.1764705882353,"url-search-params",""
"react-router","@remix-run/router",8,10,7,9,2,128.57142857142858,"AgnosticPatchRoutesOnNavigationFunctionArgs,createRouter,Router,Router.initialize,createMemoryHistory,InitialEntry,DataStrategyFunction,UNSAFE_warning",""
"react-router","@types/react",1,3,7,9,2,128.57142857142858,"React.createElement",""
